47658c9cff05caaffd85722b6f81dd163f680f03d4026474a098f966e2f528b3,47658c9cff05caaffd85722b6f81dd163f680f03d4026474a098f966e2f528b3_resptime,6c871093253858350d730f80cfbc5109aa2529d9cda37341989ea8854485663e,6c871093253858350d730f80cfbc5109aa2529d9cda37341989ea8854485663e_resptime,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35_resptime,875652920ad86e74f898a9dfa1a0a6d75c94f7aa794d3591659111603c7ff872,875652920ad86e74f898a9dfa1a0a6d75c94f7aa794d3591659111603c7ff872_resptime
5372,295,439,30,1551,32,1145,2282
5023,295,398,30,1504,32,1528,2282
4810,295,440,30,1566,32,1398,2282
5813,295,429,30,2728,32,1672,2282
5175,295,422,30,2947,32,2002,2282
5352,295,393,30,1581,32,899,2282
4887,295,448,30,1502,32,1046,2282
4984,295,461,30,2013,32,1806,2282
5764,295,527,30,2084,32,1644,2282
5203,295,478,30,1990,32,1747,2282
5323,295,522,30,1133,32,2458,2282
4883,295,507,30,1202,32,820,2282
4845,295,513,30,1888,32,2033,2282
6513,295,505,30,2529,32,1194,2282
5136,295,464,30,2537,32,1349,2282
5386,295,506,30,2746,32,884,2282
4977,295,563,30,2260,32,1012,2282
4950,295,797,30,1623,32,1001,2282
5917,295,1055,30,1977,32,737,2282
5276,295,449,30,1649,32,870,2282
5299,295,451,30,1599,32,788,2282
4938,295,546,30,1473,32,1623,2282
4899,295,573,30,1388,32,3618,2282
5981,295,534,30,1794,32,3073,2282
5316,295,526,30,1940,32,1413,2282
5422,295,532,30,2664,32,2499,2282
4929,295,581,30,2652,32,897,2282
4917,295,582,30,1758,32,617,2282
6008,295,569,30,1323,32,1151,2282
5465,295,604,30,1345,32,1363,2282
5311,295,593,30,1510,32,1893,2282
4924,295,650,30,1506,32,2212,2282
4856,295,1101,30,1460,32,2695,2282
5776,295,1129,30,2776,32,2387,2282
5080,295,692,30,2961,32,2301,2282
5422,295,701,30,1620,32,2129,2282
5184,295,746,30,1461,32,2026,2282
4896,295,726,30,2036,32,2896,2282
5766,295,764,30,2236,32,2787,2282
5220,295,845,30,1916,32,2563,2282
5409,295,855,30,1111,32,2611,2282
7579,295,849,30,1249,32,2320,2282
5293,295,1575,30,1857,32,2390,2282
7579,295,843,30,3039,32,1932,2282
5189,295,901,30,2652,32,1126,2282
5520,295,1352,30,2627,32,1482,2282
4981,295,808,30,2229,32,561,2282
4964,295,828,30,1564,32,2676,2282
5797,295,1014,30,2073,32,3016,2282
5300,295,722,30,1495,32,2386,2282
5308,295,700,30,1541,32,1188,2282
5109,295,710,30,1504,32,1745,2282
4911,295,710,30,1600,32,1968,2282
5882,295,699,30,1844,32,2837,2282
5143,295,1026,30,1942,32,1403,2282
5345,295,714,30,2812,32,1520,2282
5086,295,714,30,2684,32,3092,2282
4893,295,764,30,1627,32,2910,2282
6148,295,693,30,1346,32,1535,2282
5363,295,704,30,1297,32,1765,2282
5354,295,706,30,1608,32,2815,2282
5113,295,742,30,1496,32,2005,2282
4834,295,740,30,1627,32,1999,2282
5760,295,905,30,2693,32,1460,2282
5127,295,991,30,2880,32,2360,2282
5299,295,755,30,1697,32,1954,2282
4933,295,810,30,1477,32,2187,2282
4990,295,1497,30,1972,32,1516,2282
5735,295,3022,30,2132,32,3753,2282
5194,295,2360,30,1925,32,2888,2282
5249,295,4996,30,1144,32,2729,2282
4975,295,858,30,1206,32,1295,2282
4966,295,938,30,1843,32,2632,2282
6276,295,1150,30,2895,32,1679,2282
5130,295,892,30,2605,32,2799,2282
5334,295,754,30,2620,32,2274,2282
5060,295,810,30,2295,32,1809,2282
4932,295,1121,30,1564,32,2995,2282
5848,295,2032,30,2032,32,2158,2282
5345,295,2532,30,1472,32,1541,2282
5237,295,840,30,1500,32,3120,2282
5022,295,763,30,1518,32,3436,2282
4988,295,792,30,1401,32,3043,2282
5899,295,1092,30,1803,32,2893,2282
5199,295,1070,30,2017,32,2491,2282
5415,295,800,30,2871,32,1947,2282
5052,295,943,30,3019,32,1974,2282
4922,295,1141,30,1721,32,1521,2282
5989,295,4860,30,1348,32,1788,2282
5341,295,2266,30,1329,32,1878,2282
5343,295,1231,30,1543,32,2068,2282
5016,295,1188,30,1494,32,937,2282
4866,295,1236,30,1383,32,1043,2282
5694,295,2289,30,2394,32,895,2282
5046,295,1343,30,2886,32,1205,2282
5336,295,867,30,1643,32,1291,2282
4884,295,996,30,1532,32,1941,2282
4852,295,1593,30,2019,32,1723,2282
5777,295,2238,30,2067,32,1330,2282
5297,295,2229,30,1943,32,1939,2282
5259,295,2136,30,1147,32,2595,2282
4959,295,1293,30,1198,32,1135,2282
4874,295,1215,30,1814,32,1038,2282
7812,295,1369,30,3077,32,2524,2282
5301,295,3148,30,2956,32,1811,2282
5390,295,3219,30,2792,32,2140,2282
5032,295,1338,30,2122,32,2225,2282
4971,295,1054,30,1556,32,1668,2282
6572,295,1449,30,2205,32,1206,2282
5672,295,2029,30,1419,32,3253,2282
5315,295,1118,30,1531,32,2994,2282
5005,295,1009,30,1492,32,2192,2282
4841,295,1048,30,1371,32,2216,2282
5892,295,1190,30,1755,32,1418,2282
5369,295,987,30,2054,32,1121,2282
5371,295,923,30,2717,32,1574,2282
4920,295,1024,30,2864,32,1761,2282
4729,295,3963,30,2015,32,2751,2282
6066,295,1968,30,1592,32,1589,2282
5501,295,2149,30,1341,32,2974,2282
5358,295,2304,30,1551,32,955,2282
4971,295,1220,30,1540,32,1445,2282
4663,295,1666,30,1137,32,2624,2282
5771,295,1607,30,2130,32,2580,2282
5158,295,1051,30,2916,32,3815,2282
5467,295,1287,30,1574,32,2516,2282
4893,295,1011,30,1457,32,2718,2282
4769,295,1232,30,2153,32,3549,2282
5687,295,1350,30,2425,32,3774,2282
5263,295,1428,30,2022,32,3078,2282
5427,295,1606,30,1170,32,3273,2282
4981,295,1560,30,1240,32,3458,2282
4957,295,1232,30,1943,32,3565,2282
6477,295,845,30,2750,32,3138,2282
5211,295,572,30,2693,32,2083,2282
5481,295,512,30,2609,32,1499,2282
5215,295,549,30,2427,32,3412,2282
4951,295,628,30,1567,32,3045,2282
5901,295,2018,30,2045,32,3141,2282
5371,295,1668,30,1545,32,2741,2282
5357,295,3141,30,1598,32,2165,2282
5118,295,4416,30,1530,32,1882,2282
4958,295,1590,30,1322,32,1625,2282
6077,295,2680,30,1799,32,2413,2282
5347,295,1579,30,1959,32,1997,2282
5500,295,997,30,2674,32,1472,2282
5192,295,591,30,2947,32,1561,2282
4919,295,628,30,1916,32,1879,2282
6081,295,617,30,1473,32,2014,2282
5437,295,618,30,1255,32,3032,2282
5380,295,634,30,1515,32,2475,2282
4953,295,578,30,2054,32,3237,2282
4993,295,584,30,1398,32,2627,2282
5812,295,1623,30,2163,32,2702,2282
5191,295,467,30,2844,32,1501,2282
5390,295,643,30,1675,32,2211,2282
4911,295,539,30,1485,32,3188,2282
4885,295,643,30,2187,32,2472,2282
5937,295,622,30,2163,32,3179,2282
5286,295,815,30,1992,32,2176,2282
5363,295,984,30,1835,32,3873,2282
4969,295,1009,30,1604,32,3554,2282
4965,295,972,30,1808,32,3279,2282
7771,295,1081,30,3276,32,3113,2282
5328,295,1236,30,2702,32,1958,2282
5407,295,963,30,2587,32,1962,2282
4999,295,1271,30,2179,32,2949,2282
4940,295,2106,30,1569,32,3162,2282
5781,295,3741,30,2043,32,2042,2282
5510,295,1167,30,1399,32,1680,2282
5406,295,925,30,1488,32,1374,2282
5006,295,853,30,1483,32,1356,2282
4953,295,824,30,1601,32,2039,2282
5933,295,842,30,1755,32,1683,2282
5420,295,895,30,2299,32,1785,2282
5410,295,915,30,3010,32,1633,2282
5042,295,1148,30,2968,32,2070,2282
4869,295,1047,30,1955,32,2185,2282
6020,295,1020,30,1564,32,1575,2282
5591,295,821,30,1340,32,2256,2282
5398,295,843,30,1504,32,2212,2282
4997,295,932,30,1465,32,1752,2282
4859,295,902,30,1087,32,2131,2282
5797,295,1368,30,2154,32,1841,2282
5379,295,804,30,3104,32,1530,2282
5397,295,921,30,1554,32,2268,2282
4958,295,880,30,1505,32,1328,2282
4861,295,854,30,1984,32,2311,2282
5740,295,944,30,2048,32,2285,2282
5420,295,808,30,2078,32,1664,2282
5378,295,789,30,1653,32,2677,2282
4927,295,935,30,1884,32,3257,2282
4911,295,1064,30,1753,32,2956,2282
6361,295,927,30,2814,32,2210,2282
5389,295,795,30,2611,32,2801,2282
5433,295,909,30,2781,32,1861,2282
5081,295,893,30,2317,32,2144,2282
4899,295,838,30,1540,32,2190,2282
5819,295,2119,30,2696,32,2939,2282
5451,295,818,30,1534,32,2669,2282
5347,295,815,30,1555,32,1943,2282
4988,295,964,30,1445,32,2084,2282
4914,295,1246,30,1425,32,2037,2282
5934,295,1024,30,1740,32,1849,2282
5309,295,880,30,2144,32,2375,2282
5440,295,852,30,2751,32,1953,2282
5114,295,878,30,2930,32,2162,2282
4974,295,926,30,1975,32,1532,2282
5965,295,902,30,1428,32,2046,2282
5357,295,855,30,1280,32,2210,2282
5342,295,757,30,1758,32,1064,2282
4958,295,996,30,1491,32,1486,2282
4863,295,874,30,1117,32,1033,2282
5813,295,1188,30,2226,32,1790,2282
5318,295,764,30,2755,32,742,2282
5364,295,788,30,1735,32,1229,2282
4918,295,889,30,1517,32,1512,2282
4800,295,855,30,2004,32,2405,2282
5737,295,816,30,1982,32,1319,2282
5293,295,912,30,2034,32,644,2282
5355,295,831,30,1660,32,1063,2282
4891,295,978,30,2287,32,598,2282
4949,295,947,30,2071,32,745,2282
7574,295,875,30,2960,32,2435,2282
5512,295,1000,30,2662,32,1364,2282
5651,295,769,30,2446,32,2370,2282
5043,295,880,30,2166,32,1159,2282
4930,295,1030,30,1539,32,659,2282
5780,295,1213,30,2048,32,501,2282
5443,295,800,30,1486,32,960,2282
5415,295,912,30,1580,32,871,2282
4967,295,1048,30,1503,32,637,2282
4920,295,891,30,1411,32,704,2282
5961,295,854,30,1701,32,866,2282
5427,295,889,30,2133,32,2319,2282
5511,295,726,30,2769,32,1430,2282
4968,295,867,30,2988,32,2314,2282
4820,295,927,30,2095,32,2353,2282
5925,295,806,30,1407,32,2515,2282
5502,295,896,30,1344,32,2560,2282
5561,295,791,30,1554,32,1182,2282
5125,295,945,30,1537,32,961,2282
4858,295,828,30,1087,32,935,2282
5721,295,2022,30,2238,32,1793,2282
5300,295,1308,30,3060,32,1521,2282
5441,295,849,30,2052,32,1579,2282
5032,295,851,30,1517,32,1334,2282
4936,295,864,30,1995,32,1701,2282
5678,295,851,30,2013,32,2211,2282
5308,295,860,30,2048,32,2125,2282
5377,295,810,30,1628,32,2524,2282
5054,295,879,30,1870,32,1961,2282
5075,295,1139,30,1818,32,1624,2282
6360,295,1702,30,2849,32,2009,2282
5322,295,878,30,2629,32,1784,2282
5451,295,728,30,2759,32,2501,2282
5120,295,952,30,2268,32,2105,2282
5063,295,803,30,1550,32,1749,2282
5793,295,1176,30,2032,32,1837,2282
5356,295,903,30,1601,32,2000,2282
5336,295,888,30,1575,32,2180,2282
5009,295,1498,30,1478,32,2112,2282
5103,295,834,30,1373,32,2330,2282
5991,295,967,30,1896,32,1778,2282
5431,295,1229,30,2062,32,1495,2282
5427,295,1211,30,2719,32,1475,2282
5134,295,811,30,2954,32,1453,2282
5044,295,854,30,1937,32,1745,2282
6151,295,791,30,2020,32,2738,2282
5561,295,920,30,1425,32,2655,2282
5441,295,756,30,1537,32,2125,2282
5125,295,847,30,1617,32,2022,2282
5072,295,958,30,1137,32,2238,2282
5832,295,1472,30,2253,32,1735,2282
5325,295,930,30,2879,32,2408,2282
5347,295,859,30,1556,32,2015,2282
5056,295,1271,30,1460,32,2363,2282
5021,295,1344,30,2045,32,2062,2282
5787,295,900,30,1997,32,2339,2282
5334,295,1719,30,2103,32,2336,2282
5311,295,1378,30,1589,32,2279,2282
5061,295,851,30,1834,32,1779,2282
5129,295,1037,30,1908,32,1184,2282
7591,295,1283,30,3435,32,1268,2282
5505,295,1016,30,2786,32,1521,2282
5471,295,1446,30,2777,32,2547,2282
5164,295,1090,30,2308,32,1603,2282
5028,295,1264,30,1548,32,1116,2282
6031,295,1693,30,2187,32,1738,2282
5271,295,1078,30,1578,32,1642,2282
5289,295,899,30,1671,32,2662,2282
5130,295,879,30,1897,32,1240,2282
5156,295,809,30,1859,32,1700,2282
5856,295,862,30,1643,32,844,2282
5366,295,844,30,1991,32,883,2282
5356,295,797,30,2685,32,1636,2282
5244,295,905,30,2919,32,1620,2282
5050,295,815,30,1993,32,966,2282
6001,295,849,30,1470,32,829,2282
5438,295,823,30,1330,32,931,2282
5367,295,803,30,1537,32,827,2282
5132,295,771,30,1568,32,806,2282
5108,295,826,30,1181,32,1287,2282
5764,295,1040,30,2189,32,1451,2282
5298,295,834,30,2853,32,1977,2282
5332,295,760,30,1563,32,822,2282
5131,295,774,30,1478,32,1051,2282
4954,295,893,30,1904,32,743,2282
5662,295,869,30,1948,32,572,2282
5349,295,878,30,2031,32,1080,2282
5388,295,991,30,1666,32,1026,2282
5086,295,889,30,1869,32,753,2282
5032,295,935,30,1804,32,775,2282
6357,295,873,30,2848,32,1421,2282
5352,295,997,30,2579,32,782,2282
5404,295,988,30,2441,32,1236,2282
5307,295,845,30,2235,32,887,2282
4996,295,887,30,1638,32,581,2282
5720,295,1275,30,2176,32,1206,2282
5340,295,797,30,1543,32,521,2282
5337,295,827,30,1542,32,1489,2282
5130,295,839,30,1743,32,918,2282
5062,295,823,30,1942,32,933,2282
5931,295,827,30,1705,32,1065,2282
5465,295,892,30,2134,32,1206,2282
5409,295,1140,30,2706,32,1208,2282
5247,295,1450,30,2936,32,1021,2282
4923,295,4619,30,1962,32,1207,2282
5991,295,5441,30,1606,32,1501,2282
5453,295,962,30,1295,32,1874,2282
5410,295,772,30,1545,32,2161,2282
5140,295,850,30,1521,32,1642,2282
4974,295,854,30,1104,32,1610,2282
5728,295,1894,30,2164,32,1117,2282
5335,295,1355,30,2818,32,1283,2282
5357,295,828,30,1533,32,1124,2282
5129,295,861,30,1467,32,752,2282
4942,295,882,30,1940,32,1210,2282
5697,295,844,30,1931,32,1008,2282
5313,295,927,30,2016,32,1211,2282
5409,295,912,30,1747,32,1195,2282
5113,295,934,30,1860,32,720,2282
5068,295,955,30,1830,32,1676,2282
7670,295,1023,30,3221,32,2385,2282
5432,295,902,30,2682,32,3043,2282
5464,295,968,30,2702,32,1695,2282
5228,295,878,30,2261,32,1714,2282
4992,295,1211,30,1527,32,3072,2282
5698,295,737,30,2076,32,2998,2282
5339,295,453,30,1604,32,2712,2282
5381,295,415,30,1531,32,2471,2282
5183,295,419,30,1733,32,2162,2282
5079,295,522,30,1932,32,1483,2282
5835,295,513,30,1739,32,1816,2282
5411,295,1596,30,2117,32,1622,2282
5409,295,4478,30,2733,32,1172,2282
5312,295,2239,30,2804,32,955,2282
5033,295,1115,30,1927,32,1895,2282
5948,295,876,30,1515,32,1558,2282
5466,295,823,30,1373,32,2133,2282
5427,295,808,30,1591,32,1882,2282
5270,295,783,30,1578,32,917,2282
5069,295,798,30,1129,32,1935,2282
5764,295,1233,30,2168,32,2062,2282
5357,295,799,30,2853,32,1122,2282
5407,295,830,30,1652,32,1080,2282
5207,295,756,30,1567,32,1903,2282
5020,295,762,30,1952,32,1844,2282
5659,295,814,30,1943,32,2057,2282
5348,295,846,30,2193,32,1090,2282
5400,295,836,30,1647,32,1758,2282
5185,295,765,30,1839,32,1794,2282
5081,295,903,30,1783,32,2429,2282
6420,295,1142,30,2795,32,2866,2282
5342,295,870,30,2580,32,2823,2282
5463,295,881,30,2726,32,2695,2282
5343,295,906,30,2270,32,1680,2282
5053,295,771,30,1495,32,2182,2282
5691,295,1278,30,2098,32,2773,2282
5322,295,1168,30,1709,32,1579,2282
5403,295,1026,30,1739,32,1645,2282
5252,295,860,30,1702,32,2067,2282
5125,295,978,30,1806,32,1823,2282
5933,295,769,30,1748,32,1952,2282
5415,295,768,30,2242,32,1585,2282
5445,295,809,30,2695,32,1691,2282
5345,295,772,30,2647,32,1211,2282
5003,295,955,30,1968,32,1233,2282
6023,295,853,30,1548,32,1682,2282
5501,295,888,30,1326,32,1353,2282
5510,295,868,30,1488,32,1650,2282
5272,295,734,30,1514,32,1288,2282
5143,295,812,30,1136,32,1627,2282
5745,295,3472,30,2219,32,2420,2282
5309,295,1818,30,2767,32,2607,2282
5384,295,774,30,1629,32,2033,2282
5162,295,829,30,1761,32,2606,2282
5016,295,954,30,1903,32,2125,2282
5714,295,843,30,1957,32,2148,2282
5367,295,882,30,2038,32,2384,2282
5464,295,883,30,1676,32,2007,2282
5194,295,968,30,1867,32,1328,2282
5117,295,915,30,1869,32,1626,2282
7660,295,1013,30,3267,32,1125,2282
5397,295,937,30,2615,32,1189,2282
5638,295,915,30,2627,32,2227,2282
5368,295,893,30,2287,32,2367,2282
5089,295,909,30,1534,32,2190,2282
5777,295,1171,30,2127,32,2657,2282
5308,295,1412,30,1566,32,2774,2282
5473,295,2716,30,1603,32,3086,2282
5203,295,1170,30,1729,32,3212,2282
5200,295,898,30,2044,32,1923,2282
5921,295,825,30,1704,32,1880,2282
5377,295,810,30,2154,32,1866,2282
5543,295,727,30,2736,32,1642,2282
5278,295,1029,30,2709,32,2262,2282
5083,295,763,30,1890,32,1348,2282
6025,295,842,30,1479,32,1695,2282
5410,295,770,30,1432,32,864,2282
5549,295,910,30,1597,32,2229,2282
5224,295,1065,30,1519,32,1505,2282
5101,295,1306,30,1155,32,2419,2282
5775,295,1789,30,2279,32,2032,2282
5313,295,1071,30,2813,32,2097,2282
5535,295,872,30,1579,32,1797,2282
5196,295,800,30,1582,32,1787,2282
4995,295,813,30,1916,32,2476,2282
5679,295,827,30,1961,32,2398,2282
5383,295,965,30,2003,32,1746,2282
5661,295,803,30,1666,32,1644,2282
5202,295,905,30,1875,32,1331,2282
5190,295,825,30,2034,32,1899,2282
6369,295,946,30,2992,32,1761,2282
5353,295,872,30,2559,32,2335,2282
5608,295,986,30,2587,32,1766,2282
5285,295,827,30,2300,32,3316,2282
5099,295,812,30,1787,32,2655,2282
5742,295,1180,30,2218,32,3539,2282
5284,295,831,30,1566,32,2561,2282
5534,295,694,30,1589,32,2955,2282
5147,295,864,30,1706,32,1858,2282
5226,295,759,30,1875,32,1457,2282
5907,295,910,30,1694,32,2268,2282
5352,295,789,30,2238,32,1466,2282
5485,295,827,30,2720,32,809,2282
5217,295,859,30,2666,32,1298,2282
5033,295,728,30,1804,32,1416,2282
5975,295,957,30,1436,32,2463,2282
5314,295,850,30,1471,32,1778,2282
5405,295,833,30,1943,32,1629,2282
5256,295,846,30,2103,32,2570,2282
5179,295,753,30,1213,32,1801,2282
5789,295,1227,30,2082,32,2291,2282
5229,295,855,30,2524,32,1971,2282
5440,295,850,30,1361,32,2347,2282
5106,295,804,30,1595,32,1583,2282
5081,295,909,30,1735,32,1939,2282
5797,295,720,30,2239,32,1610,2282
5274,295,859,30,2063,32,2035,2282
5425,295,760,30,1597,32,1128,2282
5170,295,936,30,1840,32,1467,2282
5193,295,776,30,1842,32,1064,2282
7807,295,994,30,3028,32,1294,2282
5369,295,914,30,2601,32,1387,2282
5500,295,808,30,2583,32,1569,2282
5250,295,844,30,2337,32,2105,2282
5081,295,964,30,1467,32,1127,2282
5762,295,1072,30,2125,32,1333,2282
5415,295,823,30,1557,32,1971,2282
5409,295,821,30,1613,32,1845,2282
5152,295,868,30,1724,32,2003,2282
5248,295,748,30,1871,32,2904,2282
5941,295,976,30,1706,32,2103,2282
5334,295,862,30,2062,32,1919,2282
5504,295,774,30,2702,32,2127,2282
5233,295,810,30,2684,32,3778,2282
5088,295,710,30,1989,32,3558,2282
6084,295,675,30,1584,32,1098,2282
5411,295,875,30,1316,32,1498,2282
5491,295,1059,30,1781,32,1059,2282
5149,295,971,30,1876,32,2226,2282
5157,295,796,30,1178,32,1464,2282
5820,295,1034,30,2064,32,3511,2282
5268,295,898,30,2540,32,1986,2282
5439,295,720,30,1342,32,2422,2282
5173,295,843,30,1609,32,3184,2282
5041,295,745,30,1808,32,3600,2282
5800,295,711,30,2104,32,2531,2282
5263,295,812,30,2201,32,2632,2282
5452,295,902,30,1599,32,2821,2282
5117,295,820,30,1706,32,2958,2282
5163,295,940,30,1600,32,2369,2282
6444,295,1103,30,2827,32,1979,2282
5275,295,827,30,2551,32,2819,2282
5458,295,838,30,2557,32,2606,2282
5222,295,835,30,2371,32,2509,2282
5139,295,730,30,1716,32,1798,2282
5766,295,2752,30,2095,32,2100,2282
5249,295,5505,30,1638,32,1396,2282
5359,295,3708,30,1599,32,1164,2282
5090,295,841,30,1689,32,1532,2282
5244,295,746,30,1899,32,1599,2282
6071,295,775,30,1852,32,999,2282
5402,295,722,30,2070,32,1152,2282
5481,295,735,30,2692,32,1113,2282
5253,295,765,30,2845,32,937,2282
5092,295,1080,30,1870,32,1190,2282
6111,295,881,30,1480,32,1324,2282
5376,295,857,30,1280,32,994,2282
5381,295,811,30,1841,32,943,2282
5051,295,830,30,1963,32,732,2282
5205,295,757,30,1158,32,1133,2282
5843,295,1098,30,2071,32,1090,2282
5344,295,954,30,2591,32,1659,2282
5381,295,893,30,1290,32,2464,2282
5067,295,774,30,1580,32,1332,2282
5136,295,775,30,1761,32,1620,2282
5845,295,760,30,2185,32,1245,2282
5249,295,891,30,2193,32,2130,2282
5372,295,831,30,1599,32,1389,2282
5093,295,900,30,1667,32,1798,2282
5274,295,868,30,1603,32,2243,2282
7849,295,831,30,2969,32,1694,2282
5534,295,818,30,2571,32,1225,2282
5940,295,889,30,2730,32,1248,2282
5153,295,799,30,2296,32,1180,2282
5129,295,852,30,1534,32,834,2282
5865,295,942,30,2050,32,829,2282
5458,295,796,30,1598,32,1480,2282
5438,295,792,30,1590,32,1671,2282
5198,295,764,30,1628,32,2299,2282
5375,295,730,30,2039,32,2058,2282
5968,295,683,30,1774,32,1286,2282
5372,295,759,30,2371,32,2594,2282
5452,295,729,30,2746,32,3395,2282
5103,295,721,30,2583,32,2734,2282
5112,295,748,30,1834,32,1782,2282
6069,295,701,30,1501,32,3154,2282
5341,295,800,30,1326,32,3074,2282
5395,295,727,30,1739,32,2566,2282
5062,295,718,30,1995,32,1939,2282
5244,295,717,30,1133,32,2992,2282
5815,295,977,30,2157,32,2147,2282
5257,295,765,30,2588,32,1185,2282
5296,295,710,30,1338,32,1586,2282
5100,295,735,30,1622,32,3177,2282
5109,295,783,30,1717,32,2401,2282
5793,295,732,30,2096,32,2010,2282
5262,295,910,30,2137,32,1740,2282
5287,295,800,30,1655,32,2561,2282
5128,295,878,30,1843,32,2626,2282
5236,295,917,30,1817,32,2756,2282
6449,295,834,30,2750,32,2056,2282
5364,295,917,30,2538,32,2372,2282
5377,295,806,30,2636,32,2816,2282
5275,295,764,30,2748,32,3034,2282
5183,295,1076,30,1787,32,2976,2282
5771,295,1068,30,2026,32,2062,2282
5331,295,797,30,1618,32,2464,2282
5293,295,737,30,1628,32,2775,2282
5191,295,758,30,1519,32,2637,2282
5269,295,797,30,1586,32,1875,2282
6036,295,707,30,1686,32,2157,2282
5415,295,696,30,2138,32,2946,2282
5381,295,821,30,2795,32,2256,2282
5291,295,805,30,2595,32,2108,2282
5242,295,742,30,1857,32,1662,2282
6060,295,659,30,1481,32,1798,2282
5359,295,755,30,1365,32,2076,2282
5335,295,667,30,1794,32,1504,2282
5118,295,647,30,1921,32,2094,2282
5193,295,748,30,1214,32,2238,2282
5796,295,917,30,2051,32,2484,2282
5297,295,725,30,2613,32,2234,2282
5289,295,684,30,1367,32,2322,2282
5132,295,702,30,1608,32,1862,2282
5100,295,877,30,1757,32,1656,2282
5807,295,775,30,2129,32,1035,2282
5268,295,785,30,2566,32,530,2282
5340,295,870,30,1900,32,1102,2282
5139,295,894,30,1812,32,967,2282
5275,295,983,30,2168,32,1185,2282
7739,295,882,30,3147,32,1505,2282
5381,295,951,30,2619,32,796,2282
5332,295,884,30,2719,32,1459,2282
5261,295,864,30,2242,32,1138,2282
5127,295,809,30,1502,32,1594,2282
5751,295,1200,30,2055,32,1995,2282
5239,295,808,30,1594,32,2827,2282
5248,295,1006,30,1661,32,3149,2282
5147,295,788,30,1663,32,2292,2282
5239,295,762,30,1413,32,1210,2282
5854,295,686,30,1696,32,1323,2282
5296,295,673,30,2178,32,944,2282
5296,295,650,30,2713,32,566,2282
5229,295,622,30,2653,32,1044,2282
5080,295,690,30,1799,32,969,2282
5995,295,744,30,1450,32,822,2282
5346,295,656,30,1362,32,807,2282
5317,295,617,30,1735,32,903,2282
5160,295,644,30,1951,32,842,2282
5126,295,659,30,1341,32,657,2282
5750,295,797,30,2567,32,953,2282
5256,295,598,30,2610,32,1025,2282
5218,295,629,30,1374,32,766,2282
5179,295,563,30,1639,32,891,2282
5055,295,618,30,1751,32,965,2282
5701,295,627,30,2105,32,694,2282
5226,295,684,30,2267,32,823,2282
5253,295,634,30,1599,32,1004,2282
5091,295,659,30,1811,32,682,2282
5143,295,705,30,1936,32,563,2282
6309,295,726,30,2935,32,773,2282
5307,295,903,30,2572,32,803,2282
5328,295,678,30,2673,32,864,2282
5280,295,632,30,2265,32,768,2282
5055,295,558,30,1499,32,905,2282
5864,295,1436,30,2270,32,643,2282
5268,295,600,30,1673,32,795,2282
5269,295,542,30,1702,32,611,2282
5138,295,618,30,1482,32,665,2282
5166,295,527,30,1402,32,776,2282
5877,295,707,30,1673,32,434,2282
5393,295,666,30,2014,32,800,2282
5285,295,528,30,2704,32,445,2282
5246,295,557,30,2603,32,709,2282
5027,295,520,30,2408,32,836,2282
5965,295,567,30,1605,32,627,2282
5318,295,879,30,1322,32,1194,2282
5274,295,1069,30,1763,32,884,2282
5176,295,1059,30,1946,32,468,2282
5049,295,938,30,1178,32,1363,2282
5712,295,660,30,2059,32,1346,2282
5302,295,476,30,2554,32,1068,2282
5250,295,534,30,1372,32,1883,2282
5146,295,535,30,1627,32,907,2282
5018,295,507,30,1809,32,1233,2282
